100
40000 1800 1 1.74835295184e-05 2 
40000 1800 0.40000000596 1.74835295184e-05 2 
40000 1800 0.70000000298 1.74835295184e-05 2 
40000 1800 1 0 2 
0 1800 1 1.74835295184e-05 2 
40000 1800 0.40000000596 0 2 
0 1800 0.40000000596 1.74835295184e-05 2 
80000 1800 1 1.74835295184e-05 2 
40000 20 1 1.74835295184e-05 2 
20000 1800 1 1.74835295184e-05 2 
20000 1800 0.40000000596 1.74835295184e-05 2 
40000 1800 0.5268052088534625 1.74835295184e-05 2 
40000 1800 1 1.74835295184e-05 9.999999974752427e-07 
40000 1800 0.8976148079075139 1.74835295184e-05 2 
40000 1800 0.70000000298 0 2 
80000 1800 0.40000000596 1.74835295184e-05 2 
40000 1800 1 8.741764759199999e-06 2 
0 1800 0.70000000298 1.74835295184e-05 2 
40000 20 0.40000000596 1.74835295184e-05 2 
0 1800 1 0 2 
60000 1800 1 1.74835295184e-05 2 
10000 1800 1 1.74835295184e-05 2 
80000 1800 1 0 2 
0 20 1 1.74835295184e-05 2 
80000 20 1 1.74835295184e-05 2 
20000 1800 0.70000000298 1.74835295184e-05 2 
0 1800 0.40000000596 0 2 
80000 1800 0.40000000596 0 2 
40000 910 1 1.74835295184e-05 2 
40000 1800 0.5268052088534625 0 2 
40000 1800 0.8976148079075139 0 2 
80000 1800 0.70000000298 1.74835295184e-05 2 
40000 20 1 0 2 
0 1800 1 1.74835295184e-05 9.999999974752427e-07 
20000 1800 1 0 2 
30000 1800 1 1.74835295184e-05 2 
80000 1800 1 1.74835295184e-05 9.999999974752427e-07 
40000 20 0.70000000298 1.74835295184e-05 2 
40000 1800 0.40000000596 1.74835295184e-05 9.999999974752427e-07 
40000 1800 0.4482280011150142 1.74835295184e-05 2 
40000 20 1 1.74835295184e-05 9.999999974752427e-07 
40000 1800 0.9610086921750334 1.74835295184e-05 2 
10000 1800 0.40000000596 1.74835295184e-05 2 
0 20 0.40000000596 1.74835295184e-05 2 
40000 1800 1 0 9.999999974752427e-07 
20000 20 1 1.74835295184e-05 2 
0 1800 0.70000000298 0 2 
0 1800 0.5268052088534625 1.74835295184e-05 2 
40000 1800 1 1.74835295184e-05 1.000000499999999 
0 1800 0.8976148079075139 1.74835295184e-05 2 
40000 20 0.40000000596 0 2 
5000 1800 1 1.74835295184e-05 2 
40000 1800 0.40000000596 8.741764759199999e-06 2 
80000 20 0.40000000596 1.74835295184e-05 2 
0 1800 0.40000000596 1.74835295184e-05 9.999999974752427e-07 
20000 1800 1 1.74835295184e-05 9.999999974752427e-07 
40000 1800 1 3.695004216494631e-06 2 
80000 1800 0.70000000298 0 2 
80000 1800 0.40000000596 1.74835295184e-05 9.999999974752427e-07 
30000 1800 0.40000000596 1.74835295184e-05 2 
0 1800 1 8.741764759199999e-06 2 
0 20 0.70000000298 1.74835295184e-05 2 
40000 1800 0.40000000596 0 9.999999974752427e-07 
40000 1800 0.70000000298 1.74835295184e-05 9.999999974752427e-07 
50000 1800 1 1.74835295184e-05 2 
15000 1800 1 1.74835295184e-05 2 
20000 1800 0.40000000596 0 2 
0 20 1 0 2 
70000 1800 1 1.74835295184e-05 2 
60000 1800 0.40000000596 1.74835295184e-05 2 
80000 1800 0.5268052088534625 1.74835295184e-05 2 
80000 1800 0.8976148079075139 1.74835295184e-05 2 
60000 1800 1 0 2 
40000 20 0.70000000298 0 2 
5000 1800 0.40000000596 1.74835295184e-05 2 
0 20 0.40000000596 0 2 
80000 1800 1 8.741764759199999e-06 2 
40000 1800 0.7917187025970724 1.74835295184e-05 2 
20000 20 0.40000000596 1.74835295184e-05 2 
60000 1800 0.40000000596 0 2 
60000 20 1 1.74835295184e-05 2 
40000 1800 0.6035382995648265 1.74835295184e-05 2 
20000 1800 0.5268052088534625 1.74835295184e-05 2 
20000 1800 0.8976148079075139 1.74835295184e-05 2 
0 910 1 1.74835295184e-05 2 
40000 20 0.5268052088534625 1.74835295184e-05 2 
40000 20 0.8976148079075139 1.74835295184e-05 2 
40000 1800 0.4482280011150142 0 2 
80000 910 1 1.74835295184e-05 2 
40000 1800 0.9610086921750334 0 2 
40000 20 0.40000000596 1.74835295184e-05 9.999999974752427e-07 
80000 20 1 0 2 
40000 396.1887723207474 1 1.74835295184e-05 2 
15000 1800 0.40000000596 1.74835295184e-05 2 
80000 20 0.70000000298 1.74835295184e-05 2 
20000 1800 0.70000000298 0 2 
40000 910 0.40000000596 1.74835295184e-05 2 
10000 1800 1 0 2 
80000 20 0.40000000596 0 2 
10000 1800 0.70000000298 1.74835295184e-05 2 
